Clave Estado,Estado,Clave Municipio,Municipio,Latitud,Longitud,Error
31,Yucatán,17,Chankom,20.21014205,-89.01522379,
31,Yucatán,18,Chapab,20.46526865,-88.5759317,
31,Yucatán,19,Chemax,20.5001857,-89.50761401,
31,Yucatán,20,Chicxulub Pueblo,20.7320546,-87.84051233,
31,Yucatán,21,Chichimilá,21.15292955,-89.5255585,
31,Yucatán,22,Chikindzonot,20.46649415,-88.17998638,
31,Yucatán,23,Chocholá,20.25293065,-88.49562737,
31,Yucatán,24,Chumayel,20.72674895,-89.85634942,
31,Yucatán,25,Dzán,20.4695274,-89.27800772,
31,Yucatán,26,Dzemul,20.3970845,-89.47052577,
31,Yucatán,27,Dzidzantún,21.25172185,-89.32694882,
31,Yucatán,28,Dzilam De Bravo,21.2891932,-89.03628548,
31,Yucatán,29,Dzilam González,21.4408488,-88.62598668,
31,Yucatán,30,Dzitás,21.32416785,-88.79940701,
31,Yucatán,31,Dzoncauich,20.8328098,-88.52785584,
31,Yucatán,32,Espita,21.0952977,-88.82654407,
31,Yucatán,33,Halachó,21.0098186,-88.36190341,
31,Yucatán,34,Hocabá,20.5862753,-90.28328356,
31,Yucatán,35,Hoctún,20.8094563,-89.25498795,
31,Yucatán,36,Homún,20.8861458,-89.18322655,
31,Yucatán,37,Huhí,20.66457385,-89.2374549,
31,Yucatán,38,Hunucmá,20.6888359,-89.13692631,
31,Yucatán,39,Ixil,21.07563405,-89.98939486,
31,Yucatán,40,Izamal,21.22940345,-89.47665843,
31,Yucatán,41,Kanasín,20.9333726,-89.018267,
31,Yucatán,42,Kantunil,20.9152766,-89.5410056,
31,Yucatán,43,Kaua,20.75149295,-88.96813341,
31,Yucatán,44,Kinchil,20.59881125,-88.40328675,
31,Yucatán,45,Kopomá,20.84311795,-90.10572063,
31,Yucatán,46,Mama,20.6430885,-89.90032808,
31,Yucatán,47,Maní,20.5101456,-89.38490467,
31,Yucatán,48,Maxcanú,20.3874045,-89.3919677,
31,Yucatán,49,Mayapán,20.59647325,-90.07688947,
31,Yucatán,50,Mérida,20.62916885,-89.46027036,
31,Yucatán,51,Mocochá,20.9670759,-89.6237402,
31,Yucatán,52,Motul,21.1443405,-89.44691182,
31,Yucatán,53,Muna,21.1653843,-89.3372987,
31,Yucatán,54,Muxupip,20.4680364,-89.73191332,
31,Yucatán,55,Opichén,21.0555588,-89.32321679,
31,Yucatán,56,Oxkutzcab,20.5499159,-89.84565519,
31,Yucatán,57,Panabá,20.1393597,-89.55048235,
31,Yucatán,58,Peto,21.3397923,-88.29954376,
31,Yucatán,59,Progreso,20.05169585,-88.82868481,
31,Yucatán,60,Quintana Roo,21.2822136,-89.6636637,
31,Yucatán,61,Río Lagartos,20.8691907,-88.6314657,
31,Yucatán,62,Sacalum,21.52049715,-88.13315377,
31,Yucatán,63,Samahil,20.5053515,-89.61108287,
31,Yucatán,64,Sanahcat,20.84794665,-89.96501685,
31,Yucatán,65,San Felipe,20.76144945,-89.20038185,
31,Yucatán,66,Santa Elena,21.49465625,-88.29797904,
31,Yucatán,67,Seyé,20.25518835,-89.73650138,
31,Yucatán,68,Sinanché,20.6845957,-88.8755669,
31,Yucatán,69,Sotuta,21.2676308,-89.19651936,
31,Yucatán,70,Sucilá,20.6157245,-88.96929912,
31,Yucatán,71,Sudzal,21.21049655,-88.38146057,
31,Yucatán,72,Suma,20.78449255,-88.83209946,
31,Yucatán,73,Tahdziú,21.1085459,-89.16051858,
31,Yucatán,74,Tahmek,20.24622055,-88.88844629,
31,Yucatán,75,Teabo,20.9004139,-89.27955362,
31,Yucatán,76,Tecoh,20.38070885,-89.21270928,
31,Yucatán,77,Tekal De Venegas,20.6656711,-89.44044463,
31,Yucatán,78,Tekantó,21.020334,-88.86036926,
31,Yucatán,79,Tekax,21.0076563,-89.09794767,
31,Yucatán,80,Tekit,19.97581435,-89.34179865,
31,Yucatán,81,Tekom,20.56822525,-89.27540186,
31,Yucatán,82,Telchac Pueblo,20.5011859,-88.39190035,
31,Yucatán,83,Telchac Puerto,21.21935355,-89.25562333,
31,Yucatán,84,Temax,21.30832045,-89.27368091,
31,Yucatán,85,Temozón,21.17308935,-88.89167512,
31,Yucatán,86,Tepakán,20.89391415,-88.07283671,
31,Yucatán,87,Tetiz,21.06333825,-89.01511417,
31,Yucatán,88,Teya,20.9562794,-90.05193426,
31,Yucatán,89,Ticul,21.05709045,-89.07859845,
31,Yucatán,90,Timucuy,20.36438225,-89.55430682,
31,Yucatán,91,Tinum,20.74137515,-89.57341975,
31,Yucatán,92,Tixcacalcupul,20.7412144,-88.44373732,
31,Yucatán,93,Tixkokob,20.4128477,-88.32228057,
31,Yucatán,94,Tixmehuac,20.97561825,-89.34887384,
31,Yucatán,95,Tixpéhual,20.2483279,-89.08496035,
31,Yucatán,96,Tizimín,20.9609224,-89.43935305,
31,Yucatán,97,Tunkás,21.1428919,-88.1524717,
31,Yucatán,98,Tzucacab,20.89694815,-88.74630312,
31,Yucatán,99,Uayma,19.92195995,-89.00869579,
31,Yucatán,100,Ucú,20.78824235,-88.3175843,
31,Yucatán,101,Umán,21.08602565,-89.77997341,
31,Yucatán,102,Valladolid,20.8471315,-89.76791377,
31,Yucatán,103,Xocchel,20.6902505,-88.2016999,
31,Yucatán,104,Yaxcabá,20.79548925,-89.10912893,
31,Yucatán,105,Yaxkukul,20.4845653,-88.78673015,
31,Yucatán,106,Yobaín,21.05651555,-89.44114944,
31,Yucatán,999,No Especificado,21.2852529,-89.12053819,
32,Zacatecas,1,Apozol,20.6845957,-88.8755669,
32,Zacatecas,2,Apulco,21.46256445,-103.077342,
32,Zacatecas,3,Atolinga,21.4563662,-102.6764566,
32,Zacatecas,4,Benito Juárez,21.76576095,-103.4655457,
32,Zacatecas,5,Calera,21.4907172,-103.5903636,
32,Zacatecas,6,Cañitas De Felipe Pescador,22.97848,-102.8562229,
32,Zacatecas,7,Concepción Del Oro,23.5763835,-102.7174836,
32,Zacatecas,8,Cuauhtémoc,24.4490807,-101.1873438,
32,Zacatecas,9,Chalchihuites,22.460514,-102.3534765,
32,Zacatecas,10,Fresnillo,23.442356,-103.9430632,
32,Zacatecas,11,Trinidad García De La Cadena,23.2249237,-103.0162891,
32,Zacatecas,12,Genaro Codina,21.22285245,-103.4941591,
32,Zacatecas,13,General Enrique Estrada,22.4574253,-102.5842948,
32,Zacatecas,14,General Francisco R. Murguía,23.01529565,-102.7932389,
32,Zacatecas,15,El Plateado De Joaquín Amaro,24.12841045,-102.7611147,
32,Zacatecas,16,General Pánfilo Natera,22.00372425,-103.0653794,
32,Zacatecas,17,Guadalupe,22.7027695,-102.0969769,
32,Zacatecas,18,Huanusco,22.78238425,-102.4505058,
32,Zacatecas,19,Jalpa,21.7675631,-102.9306911,
32,Zacatecas,20,Jerez,21.6305514,-103.0076986,
32,Zacatecas,21,Jiménez Del Teul,22.7105933,-103.0014726,
32,Zacatecas,22,Juan Aldama,23.14784865,-103.9648158,
32,Zacatecas,23,Juchipila,24.2556571,-103.3069236,
32,Zacatecas,24,Loreto,21.3780994,-103.1260929,
32,Zacatecas,25,Luis Moya,22.2705712,-101.9872783,
32,Zacatecas,26,Mazapil,22.43457575,-102.2535626,
32,Zacatecas,27,Melchor Ocampo,24.3808087,-101.9789722,
32,Zacatecas,28,Mezquital Del Oro,24.90006295,-101.9766055,
32,Zacatecas,29,Miguel Auza,21.19398555,-103.3597817,
32,Zacatecas,30,Momax,24.16227705,-103.4626439,
32,Zacatecas,31,Monte Escobedo,21.94483315,-103.2371763,
32,Zacatecas,32,Morelos,22.3798411,-103.4722007,
32,Zacatecas,33,Moyahua De Estrada,22.85566865,-102.6826187,
32,Zacatecas,34,Nochistlán De Mejía,21.1963508,-103.1825391,
32,Zacatecas,35,Noria De Ángeles,21.436113,-102.8272662,
32,Zacatecas,36,Ojocaliente,22.4431805,-101.9091086,
32,Zacatecas,37,Pánuco,22.56554915,-102.2319165,
32,Zacatecas,38,Pinos,22.97860765,-102.4753638,
32,Zacatecas,39,Río Grande,22.2729743,-101.6040748,
32,Zacatecas,40,Sain Alto,23.8126704,-103.0512985,
32,Zacatecas,41,El Salvador,23.5794701,-103.2193157,
32,Zacatecas,42,Sombrerete,24.44129225,-100.8760873,
32,Zacatecas,43,Susticacán,23.57451835,-103.6468285,
32,Zacatecas,44,Tabasco,22.62969455,-103.1917463,
32,Zacatecas,45,Tepechitlán,21.9396812,-102.9249973,
32,Zacatecas,46,Tepetongo,21.614642,-103.3652931,
32,Zacatecas,47,Teúl De González Ortega,22.42277135,-103.157567,
32,Zacatecas,48,Tlaltenango De Sánchez Román,21.3503371,-103.405026,
32,Zacatecas,49,Valparaíso,21.7746322,-103.2446738,
32,Zacatecas,50,Vetagrande,22.66543615,-103.5262656,
32,Zacatecas,51,Villa De Cos,22.87047565,-102.4446989,
32,Zacatecas,52,Villa García,23.52908945,-102.1173296,
32,Zacatecas,53,Villa González Ortega,22.1253521,-101.9018916,
32,Zacatecas,54,Villa Hidalgo,22.54390345,-101.9389989,
32,Zacatecas,55,Villanueva,22.40669685,-101.7222491,
32,Zacatecas,56,Zacatecas,22.33530125,-102.8433526,
32,Zacatecas,57,Trancoso,22.7753891,-102.5722706,
32,Zacatecas,58,Santa María De La Paz,22.7568166,-102.3217132,
32,Zacatecas,999,No Especificado,21.511359,-103.3705371,
36,Estados Unidos Mexicanos,999,No Especificado,23.0000001,-103.0000001,
97,No Aplica,997,No Aplica,19.4326296,-99.1331785,
,,,,19.2513087,-100.0164818,
9,Ciudad De México,67,No Especificado,19.4326296,-99.1331785,
